"","X","nuts_2","nuts_1","country","trade_center","trade_center_1","trade_center_2","tc_ratio","tc_ratio_1","tc_ratio_2","tc_abs","tc_abs_1","tc_abs_2","capital","education","catholics","latitude","longitude","mountain","border_region","university_1500","coast_region","printingpress_pre1500","hanse","imperial","agri","altitude","dist_border","dist_coast","dist_trade","tc_dist","east_germany","bishop","mining","eqi100","residence","trade_years","Region","AREA","Year","AGSH","GDP","GDP_11","INDSH","POP","SERSH"
"FR82.1970",74,"FR82","FR8","France",1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,2,2,2,0,26.8,62.3699989318848,43.9491380055745,6.08874567349752,1,1,1,1,1,0,0,1.65316666012243,669.133333841959,0.430209944645564,0.59332467863957,0,1.8412585100831,0,1,0,66.2799987792969,0,12,"Provence-Alpes-Côte d'Azur",31400,"1970",0.088,33110,49206,0.336,3676,0.576
"ITC1.1970",75,"ITC1","ITC","Italy",0,0,0,0,0,0,0,0,0,0,13.7,81.7966995239258,45.2624607086182,8.14168763160705,1,1,0,1,1,0,0,1.57649998906866,316.087497711182,0.390733301639557,1.05259738489986,1.00788101553917,2.00788099008117,0,0,0,58.0699996948242,0,0,"Piemonte",25387,"1970",0.141,55160,71330,0.513,4401,0.346
"ITC2.1970",76,"ITC2","ITC","Italy",0,0,0,0,0,0,0,0,0,0,10.8,81.7966995239258,45.7272415161133,7.37017154693604,1,1,0,0,0,0,0,1.00899999995981,635.200012207031,0.16975162923336,1.79950535297394,1.77282094955444,2.77282083833806,0,0,0,75.7799987792969,0,0,"Valle d’Aosta/Vallée d’Aoste",3261,"1970",0.237,1622,2097,0.321,110,0.442
"ITC3.1970",77,"ITC3","ITC","Italy",1,1,1,0.25,0.25,1,1,1,4,0,18.7,81.7966995239258,44.2191982269287,8.74519634246826,0,1,0,1,1,0,0,1.58250000207298,461.525001525879,0.104744674637913,0.099974486976862,0,1.65717745242127,0,1,0,49.6100006103516,0,10,"Liguria",5416,"1970",0.119,19337,25006,0.327,1857,0.554
"ITC4.1970",78,"ITC4","ITC","Italy",1,1,0,0.272727272727273,0.0909090909090909,0,3,1,0,0,15.5,81.7966995239258,45.6121697859331,9.65024150501598,1,1,1,0,1,0,0,1.80163633923067,626.636365023527,0.506801897151904,1.37531448494304,0,1.40983714873879,0,1,0,46.7599983215332,1,7,"Lombardia",23864,"1970",0.063,113198,146382,0.551,8376,0.386
"ITF1.1970",79,"ITF1","ITF","Italy",0,0,1,0,0,0.25,0,0,1,0,16.2,81.7966995239258,42.3012809753418,13.9524223804474,1,1,0,1,1,0,0,1.79600000296768,688.1750125885,0.333212994039059,0.32802714779973,1.21556332707405,2.21556330214763,0,0,0,40.8600006103516,1,0,"Abruzzo",10832,"1970",0.331,8188,10588,0.269,1121,0.4
"ITF2.1970",80,"ITF2","ITF","Italy",0,0,0,0,0,0,0,0,0,0,14.6,81.7966995239258,41.6829147338867,14.5006575584412,1,1,0,1,0,0,0,1.8410000082607,641.649993896484,0.479654952883721,0.476708620786667,0.928595840930938,1.9285958526455,0,0,0,33.7299995422363,0,0,"Molise",4461,"1970",0.486,1914,2475,0.188,303,0.325
"ITF3.1970",81,"ITF3","ITF","Italy",1,1,1,0.2,0.2,0.4,1,1,2,0,12.5,81.7966995239258,40.932307434082,14.7125129699707,1,0,1,1,1,0,0,1.83419999571506,445.440002441406,0.296743825823069,0.291674426198006,0,1.49123583247838,0,1,0,10.1800003051758,1,10,"Campania",13671,"1970",0.246,33413,43208,0.301,4952,0.452
"ITF4.1970",82,"ITF4","ITF","Italy",1,1,1,0.8,0.2,0.8,4,1,4,0,11.2,81.7966995239258,40.7736381530762,17.0584474563599,0,1,0,1,0,0,0,1.70399999504339,110.740000152588,0.166125319898128,0.1576640188694,0,1.23305959027242,0,1,0,22.8700008392334,0,10,"Puglia",19541,"1970",0.406,23311,30145,0.238,3480,0.357
"ITF5.1970",83,"ITF5","ITF","Italy",0,0,0,0,0,0,0,0,0,0,12.4,81.7966995239258,40.4821739196777,16.1623106002808,1,0,0,1,0,0,0,1.73699994829532,451.04999923706,0.438076630234718,0.429439797997475,0.764360547065735,1.76436052934512,0,1,0,33.2400016784668,0,0,"Basilicata",10073,"1970",0.42,3854,4984,0.252,564,0.328
"ITF6.1970",84,"ITF6","ITF","Italy",0,0,1,0,0,1,0,0,5,0,14,81.7966995239258,38.8968894958496,16.4082244873047,1,0,0,1,1,0,0,1.48920001714367,250.200003051758,0.132722873985767,0.131987825036049,1.87075209617615,2.87075201749052,0,1,0,13,1,0,"Calabria",15222,"1970",0.37,11713,15147,0.257,1869,0.373
"ITH1+ITH2.1970",85,"ITH1+ITH2","ITH","Italy",1,0,1,1,0,0.5,2,0,1,0,13.35,81.7966995239258,46.379472732544,11.3190040588379,1,1,0,0,0,0,0,1.12149999786446,1495.44998168946,0.499310791492462,1.45643186569214,0,1,0,0,0,75.5449981689453,0,6,"Provincia Autonoma di Bolzano/Bozen-Provincia Autonoma di Trento",13606,"1970",0.198,8840,11431,0.285,841,0.517
"ITH3.1970",86,"ITH3","ITH","Italy",1,1,1,0.571428571428571,0.142857142857143,0.571428571428571,4,1,4,0,13.1,81.7966995239258,45.5700623648507,11.8395362581526,1,1,1,1,1,0,0,1.84957140804264,277.571428111621,0.475390936248005,0.643668758017677,0,1.1839618760981,0,0,0,50.5699996948242,0,10,"Veneto",18407,"1970",0.172,39228,50727,0.42,4098,0.408
"ITH4.1970",87,"ITH4","ITH","Italy",1,0,1,0.25,0,0.25,1,0,1,0,12.9,81.7966995239258,45.9511575698853,13.2370929718018,0,1,0,1,1,0,0,1.92849999317679,184.400001525879,0.243386350572109,0.275057791848667,0,1.41878379975992,0,0,0,64.9599990844727,0,6,"Friuli-Venezia Giulia",7862,"1970",0.16,11765,15214,0.368,1237,0.472
"ITH5.1970",88,"ITH5","ITH","Italy",1,1,1,0.222222222222222,0.222222222222222,0.111111111111111,2,2,1,0,16.4,81.7966995239258,44.4758716159397,11.1928519142999,0,1,1,1,1,0,0,1.90844444492797,188.73333163725,0.558257490189539,0.566001759635077,0,1.47052746131601,0,1,0,53.2000007629395,1,7,"Emilia-Romagna",22453,"1970",0.175,43488,56237,0.407,3830,0.418
"ITI1.1970",89,"ITI1","ITI","Italy",1,1,1,0.5,0.4,0.5,5,4,5,0,14.8,81.7966995239258,43.6205657958984,10.9351135253906,0,1,1,1,1,0,0,1.73570000189068,282.249995422363,0.456850245594978,0.475174314714968,0,1.19258396017798,0,1,0,48.6500015258789,1,9,"Toscana",22987,"1970",0.134,36370,47032,0.424,3481,0.442
"ITI2.1970",90,"ITI2","ITI","Italy",0,0,0,0,0,0,0,0,0,0,15.9,81.7966995239258,42.8802890777588,12.4909434318542,0,0,1,0,1,0,0,1.95300004237442,402.450012207031,0.772439062595367,0.81086328625679,0.764520466327667,1.76452047273639,0,0,0,56.5,0,0,"Umbria",8464,"1970",0.22,7072,9145,0.361,774,0.419
"ITI3.1970",91,"ITI3","ITI","Italy",1,1,0,0.25,0.25,0,1,1,0,0,15.2,81.7966995239258,43.3292827606202,13.1688957214355,0,1,0,1,1,0,0,1.84275003041202,276.224996566773,0.311507262289524,0.318645246326923,0,1.38624475826943,0,0,0,50.6100006103516,1,10,"Marche",9401,"1970",0.249,11525,14904,0.369,1347,0.382
"ITI4.1970",92,"ITI4","ITI","Italy",1,1,1,0.2,0.2,0.4,1,1,2,1,19,81.7966995239258,41.9694778442383,12.8289323806763,1,0,1,1,1,0,0,1.94179997784424,251.279998779297,0.339214216172695,0.412381222844124,0,1.66933748536352,0,0,0,33.060001373291,1,10,"Lazio",17232,"1970",0.095,50466,65260,0.257,4681,0.648
"NL11.1970",93,"NL11","NL1","Netherlands",0,0,1,0,0,0.333333333333333,0,0,1,0,31,30.4867000579834,53.2169418334961,6.79892174402873,0,1,0,1,0,1,0,1.41099999561788,0,0.137509965648254,0.145832485208909,0.809166590372721,1.80916661449635,0,0,0,97.6100006103516,0,0,"Groningen",2325,"1970",0.015,6969,10158,0.459,517,0.525
"NL12.1970",94,"NL12","NL1","Netherlands",0,0,1,0,0,0.333333333333333,0,0,1,0,25.6,30.4867000579834,53.0522282918294,5.80229187011719,0,1,0,1,0,1,0,1.24400000002352,-1.86666667461395,0.256069997946421,0.256042550007502,0.648517529169719,1.64851751314337,0,0,0,97.6100006103516,0,0,"Friesland",3326,"1970",0.041,5050,7360,0.429,522,0.53
"NL13.1970",95,"NL13","NL1","Netherlands",0,0,0,0,0,0,0,0,0,0,25.2,30.4867000579834,52.8500022888183,6.6103466351827,0,1,0,0,0,0,0,1.04133333221553,12.4666665395101,0.292066077391307,0.537355790535609,0.411465287208557,1.41146529406079,0,0,0,97.6100006103516,0,0,"Drenthe",2636,"1970",0.013,3492,5090,0.469,367,0.517
"NL21.1970",96,"NL21","NL2","Netherlands",1,1,0,0.666666666666667,0.666666666666667,0,2,2,0,0,28.4,30.4867000579834,52.4306424458822,6.40254815419515,0,1,0,0,1,1,0,1.1403333291887,8.26666665077209,0.345824872454007,0.945421040058137,0,1.15524162159552,0,0,0,87.9000015258789,0,7,"Overijssel",3323,"1970",0.015,9193,13399,0.521,921,0.464
"NL22.1970",97,"NL22","NL2","Netherlands",0,0,0,0,0,0,0,0,0,0,31.8,30.4867000579834,52.0100593566895,5.85492789745331,0,1,0,0,1,1,0,1.40450000669616,16.2499996423721,0.300113797187805,1.14105631411076,0.422081857919693,1.42208184088229,0,0,0,87.9000015258789,0,0,"Gelderland",4969,"1970",0.015,17225,25106,0.442,1506,0.542
"NL23.1970",98,"NL23","NL2","Netherlands",0,0,0,0,0,0,0,0,0,0,28.1,30.4867000579834,52.5467948913574,5.53886318206787,0,0,0,0,0,0,0,1.14100000913713,-4.69999980926514,0.563926160335541,0.56324166059494,0.540155291557312,1.54015533082148,0,0,0,87.9000015258789,0,0,"Flevoland (1960 - )",1413,"1970",0.278,676,985,0.392,40,0.329
"NL31.1970",99,"NL31","NL3","Netherlands",1,0,0,1,0,0,1,0,0,0,42.9,30.4867000579834,52.1185150146484,5.20970010757446,0,0,0,0,1,0,0,1.33100000628895,13.1000003814697,0.654065072536469,0.722610414028168,0,1,0,1,0,89.9599990844727,0,6,"Utrecht",1382,"1970",0.012,9267,13507,0.372,801,0.616
"NL32.1970",100,"NL32","NL3","Netherlands",1,0,0,0.142857142857143,0,0,1,0,0,1,39.7,30.4867000579834,52.4982670375279,4.84458405630929,0,0,0,1,1,0,0,1.60142854802275,0.700000030653817,0.227332333368914,0.222881772688457,0,1.20018625943122,0,0,0,89.9599990844727,0,6,"Noordholland",2664,"1970",0.013,29808,43448,0.37,2244,0.617
"NL33.1970",101,"NL33","NL3","Netherlands",1,0,0,0.333333333333333,0,0,2,0,0,0,33.3,30.4867000579834,52.0063692728678,4.50216102600097,0,1,0,1,1,0,0,1.36999998943934,0.233333269755045,0.197504966209332,0.234368157883485,0,1.17543685716304,0,0,0,89.9599990844727,0,6,"Zuidholland",2806,"1970",0.025,41191,60039,0.363,2969,0.612
"NL34.1970",102,"NL34","NL3","Netherlands",0,0,0,0,0,0,0,0,0,0,25.4,30.4867000579834,51.4020881652832,3.7931078672409,0,1,0,1,1,0,0,1.06449999727363,-0.25,0.0630036499351263,0.0566021166741848,0.367343485355377,1.36734351431506,0,0,0,89.9599990844727,0,0,"Zeeland",1784,"1970",0.031,3615,5269,0.459,306,0.51
"NL41.1970",103,"NL41","NL4","Netherlands",0,0,0,0,0,0,0,0,0,0,30.4,30.4867000579834,51.564266204834,5.15128910541535,0,1,0,1,1,0,0,1.3450000064482,16.4500000476837,0.178799491375685,0.847156152129173,0.435555785894394,1.43555578250544,0,0,0,85.6900024414062,0,0,"Noordbrabant",4914,"1970",0.01,20001,29153,0.548,1788,0.442
"NL42.1970",104,"NL42","NL4","Netherlands",1,0,0,0.333333333333333,0,0,1,0,0,0,27.1,30.4867000579834,51.2032814025879,5.92319679260254,0,1,0,0,0,1,0,1.56166668832337,47.9666678110759,0.0809902660548687,1.51891855398814,0,1.29899173611447,0,0,0,85.6900024414062,0,6,"Limburg",2148,"1970",0.013,9469,13802,0.522,999,0.464
"AT11.1980",1,"AT11","AT1","Austria",0,0,0,0,0,0,0,0,0,0,15.1,70.513298034668,47.5082105000814,16.4922383626302,0,1,0,0,0,0,0,1.88166666858021,223.166669209798,0.125508718192577,2.9036869208018,0.693312247594198,1.69331221930532,0,0,0,90.620002746582,1,0,"Burgenland",3962,"1980",0.153,2278,2984,0.466,270,0.38
"AT12+AT13.1980",2,"AT12+AT13","AT1","Austria",1,1,1,0.125,0.125,0.125,1,1,1,1,18.6875,70.513298034668,48.2306914329529,15.9105032682419,1,1,1,0,1,0,0,1.71674999007209,412.137495040894,0.440830109640956,3.23650321364403,0,1.47737403183456,0,1,0,84.5499982833862,1,8,"Lower Austria",19601,"1980",0.07,45757,59923,0.385,2964,0.545
"AT21.1980",3,"AT21","AT2","Austria",1,0,0,0.333333333333333,0,0,1,0,0,0,17.3,70.513298034668,46.7263209025065,13.9798091252645,1,1,0,0,0,0,0,1.09500000176393,799.133321126302,0.224680222570896,1.08139048020045,0,1.36817438619911,0,1,0,88.120002746582,0,6,"Carinthia",9538,"1980",0.086,6104,7993,0.399,536,0.515
"AT22.1980",4,"AT22","AT2","Austria",1,0,0,0.333333333333333,0,0,2,0,0,0,16.6,70.513298034668,47.2274824778239,15.0753939946493,1,1,0,0,0,0,0,1.31366666708102,721.183319091798,0.621018941203753,1.96369731426239,0,1.35549268314913,0,1,0,81.3499984741211,1,6,"Styria",16401,"1980",0.131,13346,17478,0.423,1188,0.446
"AT31.1980",5,"AT31","AT3","Austria",1,1,0,0.2,0.2,0,1,1,0,0,16.5,70.513298034668,48.1311820983887,13.983486366272,1,1,0,0,0,0,0,1.54280001423709,825.039990234375,0.35951232612133,2.40560808181763,0,1.35712919159532,0,0,0,82.629997253418,0,13,"Upper Austria",11980,"1980",0.116,17060,22342,0.472,1265,0.412
"AT32.1980",6,"AT32","AT3","Austria",1,0,0,0.333333333333333,0,0,1,0,0,0,19.7,70.513298034668,47.4059092203776,13.2349650065104,1,1,0,0,0,0,0,1.13933333484089,1556.26664225261,0.292552461226781,1.66095300515493,0,1.38034760086508,0,1,0,82.0299987792969,0,6,"Salzburg",7156,"1980",0.076,6675,8742,0.349,439,0.575
"AT33.1980",7,"AT33","AT3","Austria",1,0,1,0.2,0,0.2,1,0,1,0,17,70.513298034668,47.1817337036133,11.429856300354,1,1,0,0,0,0,0,1.05299999823869,1669.64001464844,0.204038810729981,2.08236885070801,0,1.63198379226969,0,0,0,87.6600036621094,0,6,"Tyrol",12640,"1980",0.067,8108,10619,0.363,584,0.57
"AT34.1980",8,"AT34","AT3","Austria",0,0,0,0,0,0,0,0,0,0,16.8,70.513298034668,47.2718086242676,9.84349536895752,1,1,0,0,0,0,0,1.27499999886606,1454.70001220703,0.125429015606642,2.9877700805664,0.542340576648712,1.54234054783697,0,0,0,86.1600036621094,0,0,"Vorarlberg",2601,"1980",0.035,4545,5953,0.549,304,0.416
"BE10+BE24+BE31.1980",9,"BE10+BE24+BE31","BRU","Belgium",0,0,0,0,0,0,0,0,0,1,44.85,73.6669998168945,50.8117876052857,4.4978129863739,0,0,1,0,1,0,0,1.66200000066983,78.1249990463257,0.49574389308691,0.321398779749871,0.515691936016083,1.51569191375609,0,0,0,69.2500009536743,0,0,"Brabant",3358,"1980",0.018,42833,65239,0.252,2219,0.73
"BE21.1980",10,"BE21","BRU","Belgium",1,1,0,0.333333333333333,0.333333333333333,0,1,1,0,0,32,73.6669998168945,51.1952845255534,4.66450929641724,0,1,0,1,1,0,0,1.12733333659716,13.5666663646698,0.194770835340023,0.258319303393364,0,1.23217351780966,0,0,0,81.5500030517578,0,7,"Antwerp",2867,"1980",0.022,26195,39898,0.402,1567,0.577
"BE22.1980",11,"BE22","BRU","Belgium",0,0,0,0,0,0,0,0,0,0,28.6,73.6669998168945,50.9777323404948,5.44919983545939,0,1,0,0,0,0,0,1.51966666692993,53.5666669209798,0.18620441108942,1.03796182076136,0.443838159243266,1.44383820301338,0,0,0,81.5500030517578,0,0,"Limburg",2422,"1980",0.035,8268,12593,0.468,712,0.497
"BE23.1980",12,"BE23","BRU","Belgium",1,1,0,0.166666666666667,0.166666666666667,0,1,1,0,0,33.8,73.6669998168945,51.0409469604492,3.83994336922964,0,1,0,1,1,0,0,1.31400000666508,23.8833338419596,0.200145988414685,0.120569419736664,0,1.25098063928441,0,0,0,81.5500030517578,0,9,"East-Flanders",2982,"1980",0.051,15197,23146,0.404,1330,0.546
"BE25.1980",13,"BE25","BRU","Belgium",1,1,0,0.125,0.125,0,1,1,0,0,29.5,73.6669998168945,51.0023698806763,3.03980395197868,0,1,0,1,1,0,0,1.27674999747353,15.7374995825812,0.139936364255845,0.245725408196449,0,1.32724080538336,0,0,0,81.5500030517578,0,7,"West-Flanders",3144,"1980",0.061,14663,22334,0.444,1078,0.495
"BE32.1980",14,"BE32","BRU","Belgium",0,0,0,0,0,0,0,0,0,0,24,73.6669998168945,50.5302467346191,3.80521249771118,0,1,0,0,0,0,0,1.60028572045421,78.8000011444092,0.132214054930955,0.523812672921589,0.644875100680761,1.6448751073314,0,1,0,60.8899993896484,1,0,"Hainaut",3786,"1980",0.035,14576,22201,0.368,1302,0.596
"BE33.1980",15,"BE33","BRU","Belgium",0,0,0,0,0,0,0,0,0,0,30.4,73.6669998168945,50.5199653625488,5.66163244247436,0,1,0,0,1,0,0,1.59760000415687,297.979998779297,0.272358354926109,1.35952700376511,0.500069928169251,1.50006991739857,0,1,0,60.8899993896484,0,0,"Liege",3862,"1980",0.034,14038,21381,0.367,1000,0.599
"BE34.1980",16,"BE34","BRU","Belgium",0,0,0,0,0,0,0,0,0,0,32.3,73.6669998168945,49.9162681579589,5.55554666519165,0,1,0,0,0,0,0,1.54160000307483,362.7,0.169587423652411,1.63044590950012,1.01410856246948,2.01410855498587,0,0,0,60.8899993896484,0,0,"Luxembourg (region)",4440,"1980",0.12,2202,3354,0.216,222,0.664
"BE35.1980",17,"BE35","BRU","Belgium",0,0,0,0,0,0,0,0,0,0,31.5,73.6669998168945,50.2297922770182,4.80121262868246,0,1,0,0,0,0,0,1.62500000047869,199.233337402344,0.175289615988732,0.945948680241904,1.09079678853353,2.09079672720309,0,0,0,60.8899993896484,0,0,"Namur",3666,"1980",0.057,4461,6794,0.274,405,0.669
"DE11.1980",18,"DE11","DE1","Germany",0,0,0,0,0,0,0,0,0,0,30.3,31.7900009155273,48.9588317871094,9.51223388084998,1,0,0,0,1,0,1,1.89715385881746,364.323071993314,1.14582917323479,4.26190319428077,0.779242378014785,1.77924237889634,0,0,0,83.9400024414062,1,0,"Stuttgart, Regierungsbezirk",10558,"1980",0.042,60694,94303,0.505,3459,0.452
"DE12.1980",19,"DE12","DE1","Germany",0,0,0,0,0,0,0,0,0,0,29.3,31.7900009155273,49.025595664978,8.58567015329997,1,1,1,0,1,0,0,1.65550000630318,297.016665776571,0.480963324972739,4.22056625286738,0.840423703193664,1.84042369904945,0,0,0,83.9400024414062,0,0,"Karlsruhe, Regierungsbezirk",6919,"1980",0.033,40031,62199,0.457,2380,0.509
"DE13.1980",20,"DE13","DE1","Germany",1,1,0,0.1,0.1,0,1,1,0,0,27.2,31.7900009155273,47.9928050994873,8.2306670665741,1,1,0,0,1,0,1,1.53849999158819,571.440005493164,0.225971750915051,3.62353055477142,0,1.54179903998763,0,1,0,83.9400024414062,1,6,"Freiburg, Regierungsbezirk",9357,"1980",0.076,26793,41630,0.452,1851,0.472
"DE14.1980",21,"DE14","DE1","Germany",1,1,1,0.222222222222222,0.222222222222222,0.111111111111111,2,2,1,0,29.3,31.7900009155273,48.1818656921387,9.46944257948134,1,1,1,0,1,0,1,1.56499998263919,620.711113823785,0.545642007556227,3.7713606622484,0,1.32500101093419,0,0,0,83.9400024414062,1,13,"Tübingen, Regierungsbezirk",8918,"1980",0.079,21671,33672,0.476,1499,0.445
"DE21.1980",22,"DE21","DE2","Germany",0,0,0,0,0,0,0,0,0,0,33.4,31.7900009155273,48.1391304679539,11.6961159913436,1,1,1,0,1,0,0,1.70578261231772,548.565217391304,0.532675475610987,2.79858207702637,0.625518975050553,1.62551898494871,0,1,0,78.0899963378906,1,0,"Oberbayern, Regierungsbezirk",17530,"1980",0.06,67229,104458,0.355,3643,0.585
"DE22.1980",23,"DE22","DE2","Germany",0,0,0,0,0,0,0,0,0,0,21.6,31.7900009155273,48.7065846125285,12.7744170824687,1,1,0,0,1,0,0,1.57016667645999,425.408335367839,0.403768515214324,3.03084087371826,0.665270000696182,1.66526999879984,0,1,0,78.0899963378906,0,0,"Niederbayern, Regierungsbezirk",10329,"1980",0.178,11698,18176,0.392,997,0.43
"DE23.1980",24,"DE23","DE2","Germany",1,1,1,0.2,0.1,0.1,2,1,1,0,21.7,31.7900009155273,49.4028690338135,12.0908705711365,0,1,0,0,1,0,1,1.38549999297927,421.850003051758,0.494920188188552,3.83177170753479,0,1.28904808896897,0,1,0,78.0899963378906,1,13,"Oberpfalz, Regierungsbezirk",9690,"1980",0.121,10709,16638,0.402,966,0.477
"DE24.1980",25,"DE24","DE2","Germany",0,0,0,0,0,0,0,0,0,0,25.2,31.7900009155273,50.0784058204064,11.3724228785588,1,1,0,0,1,0,0,1.31707691918165,439.830770639273,0.765744474071722,3.74931546357962,0.630286418474638,1.63028640989889,0,1,0,78.0899963378906,1,0,"Oberfranken, Regierungsbezirk",7232,"1980",0.088,13489,20958,0.488,1052,0.424
"DE25.1980",26,"DE25","DE2","Germany",1,1,1,0.0833333333333333,0.0833333333333333,0.0833333333333333,1,1,1,0,26.7,31.7900009155273,49.3977632522583,10.8913815021515,0,0,0,0,1,0,1,1.48733333637888,356.066668192546,1.43662457664808,4.12320846319199,0,1.32258439809759,0,0,0,78.0899963378906,1,13,"Mittelfranken, Regierungsbezirk",7245,"1980",0.066,22994,35727,0.431,1518,0.503
"DE26.1980",27,"DE26","DE2","Germany",0,0,0,0,0,0,0,0,0,0,26.1,31.7900009155273,49.9710048039754,9.90336219469707,0,0,0,0,1,0,1,1.6747500094916,249.433334350586,1.72111839056015,3.57535382111867,0.690613945325216,1.6906139462299,0,1,0,78.0899963378906,0,0,"Unterfranken, Regierungsbezirk",8531,"1980",0.097,14260,22157,0.423,1193,0.48
"DE27.1980",28,"DE27","DE2","Germany",1,1,1,0.0714285714285714,0.0714285714285714,0.0714285714285714,1,1,1,0,24,31.7900009155273,48.1286634717669,10.4726956912449,1,1,0,0,1,0,1,1.71257143022014,584.114288330078,0.586558607806053,3.3386709690094,0,1.38140854816831,0,1,0,78.0899963378906,1,13,"Schwaben, Regierungsbezirk",9994,"1980",0.106,20052,31155,0.416,1529,0.478
"DE30.1980",29,"DE30","DE3","Germany",1,1,1,1,1,1,1,1,1,1,35.4,31.7900009155273,52.5068702697754,13.4244012832642,0,0,0,0,0,1,0,1.24999999557394,37.2000007629395,0.774605810642242,1.57808065414429,0,1,0,0,0,83.9400024414062,0,6,"Berlin",892,"1980",0.004,46250,71862,0.347,3051,0.649
"DE40.1980",30,"DE40","DE4","Germany",1,1,1,0.0555555555555556,0.0555555555555556,0.0555555555555556,1,1,1,0,30.9222222222222,31.7900009155273,52.389845530192,13.4539355172051,0,1,1,0,0,1,0,1.35288888833786,62.7944451438056,0.793112312753995,1.66130958331956,0,1.61204047839403,1,1,1,83.8899993896484,1,10,"Brandenburg",29484,"1980",0.145,26403,41024,0.477,2667,0.378
"DE50.1980",31,"DE50","DE5","Germany",1,1,1,1,1,0.5,2,2,1,0,23.8,31.7900009155273,53.3329734802246,8.66088676452636,0,0,0,1,0,1,0,1.38049999638941,4.19999990612269,0.220292617566884,0.219224324449897,0,1,0,1,0,83.3300018310547,0,10,"Bremen",419,"1980",0.005,14093,21897,0.333,695,0.663
"DE60.1980",32,"DE60","DE6","Germany",1,1,1,1,1,1,1,1,1,0,29.5,31.7900009155273,53.5667304992676,10.0301208496094,0,0,0,0,1,1,1,1.29800000316949,8.30000019073486,0.751542270183563,0.198687940835953,0,1,0,1,0,83.5100021362305,0,8,"Hamburg",755,"1980",0.009,40651,63161,0.283,1649,0.708
"DE71+DE72.1980",33,"DE71+DE72","DE7","Germany",1,1,1,0.0526315789473684,0.0526315789473684,0.0526315789473684,1,1,1,0,28.0526315789474,31.7900009155273,50.1814482839484,8.66671968761243,1,0,0,0,1,1,1,1.50236841320165,226.078948171515,1.3140516500724,3.25649089562266,0,1.38222779628494,0,0,0,76.3099975585938,0,13,"Darmstadt and Giessen",12826,"1980",0.032,75604,117470,0.391,4304,0.576
"DE73.1980",34,"DE73","DE7","Germany",1,0,0,0.142857142857143,0,0,1,0,0,0,23,31.7900009155273,51.0936758858817,9.50636073521205,0,0,0,0,0,0,0,1.40385711952866,246.657141549246,2.28990939685277,2.44293005125863,0,1.42729984891668,0,0,0,76.3099975585938,0,6,"Kassel, Regierungsbezirk",8289,"1980",0.085,16327,25368,0.381,1401,0.535
"DE80.1980",35,"DE80","DE8","Germany",1,1,1,0.222222222222222,0.222222222222222,0.277777777777778,4,4,5,0,26.5,31.7900009155273,53.8333740234375,12.5655313597785,0,1,1,1,1,1,0,1.63961112058635,34.4500000609292,0.289506192008654,0.328584363891019,0,1.35083640552317,1,1,0,83.25,1,9,"Mecklenburg-Vorpommern",23194,"1980",0.199,19840,30827,0.365,2101,0.436
"DE91+DE92.1980",36,"DE91+DE92","DE9","Germany",1,1,1,0.222222222222222,0.111111111111111,0.0555555555555556,4,2,1,0,22.5611111111111,31.7900009155273,52.1651123894585,10.0184534920586,0,0,0,0,1,1,1,1.50033332819124,189.561112933689,1.73528274562624,1.48011925154262,0,1.2810622399006,0,1,1,82.9899978637695,0,13,"Statistische Regionen Braunschweig und Hannover",17148,"1980",0.051,52865,82138,0.4,3689,0.549
"DE93.1980",37,"DE93","DE9","Germany",1,1,1,0.0909090909090909,0.0909090909090909,0.0909090909090909,1,1,1,0,20.3,31.7900009155273,53.1696922995828,9.79724303158846,0,0,0,1,1,1,1,1.26109090744232,36.3454548662359,0.809581883928992,0.560459947044199,0,1.3805888192375,0,1,0,82.9899978637695,1,7,"Statistische Region Lüneburg",15495,"1980",0.126,15169,23569,0.301,1451,0.574
"DE94.1980",38,"DE94","DE9","Germany",1,1,0,0.0588235294117647,0.0588235294117647,0,1,1,0,0,21,31.7900009155273,53.0488267786363,7.90258177588968,0,1,0,1,0,1,0,1.20147058581821,19.9882352878066,0.350303253487629,0.416502048425815,0,1.58686802889795,0,1,0,82.9899978637695,0,7,"Statistische Region Weser-Ems",14971,"1980",0.109,27383,42547,0.359,2107,0.532
"DEA1.1980",39,"DEA1","DEA","Germany",0,0,1,0,0,0.133333333333333,0,0,2,0,23.1,31.7900009155273,51.3391367594401,6.77312278747559,0,1,0,0,0,1,1,1.62766667642916,104.339999516805,0.486266326904297,1.92579699357351,0.46777974764506,1.46777974908994,0,0,1,78.1399993896484,0,0,"Düsseldorf, Regierungsbezirk",5291,"1980",0.013,85816,133337,0.445,5209,0.541
"DEA2.1980",40,"DEA2","DEA","Germany",1,1,1,0.166666666666667,0.0833333333333333,0.0833333333333333,2,1,1,0,27.5,31.7900009155273,50.8593031565348,6.78393097718557,0,1,1,0,1,1,1,1.54099997932353,168.966668446859,0.564216360760232,2.15730868776639,0,1.25350699409536,0,1,1,78.1399993896484,1,13,"Köln, Regierungsbezirk",7365,"1980",0.018,60486,93981,0.399,3914,0.583
